Real_Duration,Status,sentiment,complexity,Comment_Body,Edge_type,Count_Comments,language[Comment_Body],Planned_Duration,emotionality,Count_Subtasks,keywords[Comment_Body],sentimentWords[Comment_Body],Uuid,Name,SourceUuid,TargetUuid,Starttime,Endtime
,closed,,,,CREATION,0,ro,,,,,,61d8ed19-7094-42f3-9256-7a8bb4e0544e,slider@mohammad-sn: add cinnamon-versions 2.8-3.4,8415124,8415124,2017-09-18T23:07:53.000+02:00,2017-10-09T00:05:37.000+02:00
,closed,,,,CREATION,0,ro,,,,,,4afbde89-0298-4017-949e-c8245a213ccf,Spices Repo: add ISSUES_TEMPLATE & CONTRIBUTING.md,8415124,8415124,2017-09-18T01:11:16.000+02:00,2017-09-18T01:11:34.000+02:00
,closed,,,,CREATION,0,ro,,,,,,093b138a-b910-4d0d-9270-00238577e09d,14 extensions: icon and file structure improvements,8415124,8415124,2017-09-12T12:10:41.000+02:00,2017-09-12T12:10:56.000+02:00
,closed,,,,CREATION,0,ro,,,,,,ba52b1ea-ed47-45c1-8c6f-3445fc102697,DesktopCube@yare: add tr.po,1300133,1300133,2017-09-01T17:48:02.000+02:00,2017-09-02T02:35:13.000+02:00
,closed,,,,CREATION,1,ro,,,,,,e26b8f72-7e00-4f77-afb6-9f76707cea7e,4 Extensions by Odyseus removal,3822556,3822556,2017-08-18T13:51:33.000+02:00,2017-08-18T16:39:23.000+02:00
,closed,,,,CREATION,0,ro,,,,,,b8eae59b-35c2-4368-972b-e7b5d448473b,8 extensions: set authors to none,8415124,8415124,2017-08-15T15:04:24.000+02:00,2017-08-17T15:05:57.000+02:00
,closed,,,,CREATION,0,ro,,,,,,66fa0cc9-aa2d-4168-8fcc-d60c05f66a98,Multi Translator (0dyseus@MultiTranslatorExtension) update,3822556,3822556,2017-08-11T23:18:41.000+02:00,2017-08-12T01:44:28.000+02:00
,closed,,,,CREATION,6,ro,,,,,,d0fc0036-0b58-4fd0-b470-96a75915c165,Cinnamon Tweaks (0dyseus@CinnamonTweaks) update,3822556,3822556,2017-08-11T23:18:39.000+02:00,2017-08-12T01:44:10.000+02:00
,closed,,,,CREATION,0,ro,,,,,,0978fc61-36aa-4f3c-807e-75956f8ed0ec,Cinnamon Maximus (Fork by Odyseus) (0dyseus@CinnamonMaximusFork) update,3822556,3822556,2017-08-11T23:18:37.000+02:00,2017-08-12T01:44:03.000+02:00
,closed,,,,CREATION,0,ro,,,,,,72e91927-bb20-4f4d-a7de-2da491c331f6,Window demands attention behavior (0dyseus@WindowDemandsAttentionBehavior) update,3822556,3822556,2017-08-11T23:18:36.000+02:00,2017-08-12T02:09:40.000+02:00
,closed,,,,CREATION,3,ro,,,,,,5e618d5e-8c05-4f8e-9306-86d5014886bb,transparent-panel not working in  cinnamon 3.4,14938120,14938120,2017-07-28T13:24:10.000+02:00,2017-09-18T23:10:00.000+02:00
,closed,,,,CREATION,1,ro,,,,,,d1f00f8f-2b32-49b7-b103-2896011011d9,Feature request: ability to format comments on the 'spices' website,10137,10137,2017-07-20T15:08:00.000+02:00,2017-07-24T10:17:23.000+02:00
,closed,,,,CREATION,0,ro,,,,,,a559772e-e65f-4044-af7b-fd853fe92946,transparent-panels@germanfr: Added tr.po,1300133,1300133,2017-07-20T10:06:38.000+02:00,2017-07-21T13:42:45.000+02:00
,closed,,,,CREATION,0,ro,,,,,,b2d4875d-a54e-480e-9207-0119464d0dd8,Cinnamon Maximus (Fork by Odyseus) (0dyseus@CinnamonMaximusFork) updated README,3822556,3822556,2017-07-18T19:33:14.000+02:00,2017-07-22T03:43:01.000+02:00
,closed,,,,CREATION,0,ro,,,,,,23049337-1887-42b3-bbb5-78a1acb66673,Cinnamon Tweaks (0dyseus@CinnamonTweaks) updated README,3822556,3822556,2017-07-18T19:33:12.000+02:00,2017-07-22T03:42:56.000+02:00
,closed,,,,CREATION,0,ro,,,,,,0f7d8c33-990a-4394-ade9-f622be9efc78,Multi Translator (0dyseus@MultiTranslatorExtension) updated README,3822556,3822556,2017-07-18T19:33:10.000+02:00,2017-07-22T03:42:51.000+02:00
,closed,,,,CREATION,0,ro,,,,,,c3c7c597-0fda-4447-a333-7a0df4185542,Window demands attention behavior (0dyseus@WindowDemandsAttentionBehavior) updated README,3822556,3822556,2017-07-18T19:33:09.000+02:00,2017-07-22T03:42:46.000+02:00
,closed,,,,CREATION,0,ro,,,,,,72dcced1-0b41-49bb-9f48-93e8d693685c,CODEOWNERS file implementation,3822556,3822556,2017-07-12T18:27:14.000+02:00,2017-08-09T18:59:58.000+02:00
,closed,,,,CREATION,0,ro,,,,,,562018f3-b58d-412d-a85b-98ed0909e8b1,Update transparent-panels@germanfr,10391266,10391266,2017-07-12T09:57:24.000+02:00,2017-07-12T10:06:28.000+02:00
,closed,,,,CREATION,0,ro,,,,,,625ff7e5-f9ba-4b6a-9528-d7d56ee702e4,Cinnamon Tweaks (0dyseus@CinnamonTweaks) update,3822556,3822556,2017-07-05T01:15:22.000+02:00,2017-07-05T02:33:15.000+02:00
,closed,,,,CREATION,0,ro,,,,,,9647e6f8-8b34-4feb-98f7-7a62d1fbe9a6,Cinnamon Maximus (Fork by Odyseus) (0dyseus@CinnamonMaximusFork) update,3822556,3822556,2017-07-05T01:15:21.000+02:00,2017-07-05T02:33:10.000+02:00
,closed,,,,CREATION,0,ro,,,,,,7118641b-3e66-4e21-ad17-84e0990f4c84,Window demands attention behavior (0dyseus@WindowDemandsAttentionBehavior) update,3822556,3822556,2017-07-05T01:15:19.000+02:00,2017-07-05T02:32:59.000+02:00
,closed,,,,CREATION,0,ro,,,,,,49869f8b-beab-498f-8c03-37e170d0e435,Multi Translator (0dyseus@MultiTranslatorExtension) update,3822556,3822556,2017-07-05T01:15:18.000+02:00,2017-07-07T09:06:27.000+02:00
,closed,,,,CREATION,1,ro,,,,,,fca7130b-9442-4029-94dc-ee8dd04e31d5,DesktopCube@yare: Freeze with xbindkeys,13958712,13958712,2017-06-30T12:38:41.000+02:00,2018-11-19T05:51:09.000+01:00
,closed,,,,CREATION,8,ro,,,,,,ed8a31f0-e2b3-40b7-9a65-caa7b5b5b94a,Invert Window Tool,9084941,9084941,2017-06-28T06:12:21.000+02:00,2017-06-29T09:04:47.000+02:00
,closed,,,,CREATION,10,ro,,,,,,b2f023d2-990c-414c-9c30-2e8e11f0d8e7,cinnamon-maximus adds an inconvenient line to window borders,6179632,6179632,2017-06-19T00:36:00.000+02:00,2017-07-01T02:50:42.000+02:00
,closed,,,,CREATION,0,ro,,,,,,acd8fe35-bf5c-463c-bd37-376ffcba4155,Cinnamon Tweaks (0dyseus@CinnamonTweaks) update,3822556,3822556,2017-06-13T04:07:53.000+02:00,2017-06-13T15:16:22.000+02:00
,closed,,,,CREATION,0,ro,,,,,,2aa5b31b-b9ce-4530-8306-a9bce55a5b8e,Window demands attention behavior (0dyseus@WindowDemandsAttentionBehavior) update,3822556,3822556,2017-06-13T04:07:49.000+02:00,2017-06-13T15:15:56.000+02:00
,closed,,,,CREATION,0,ro,,,,,,8cac7392-33ed-4e77-84d5-12df32e82bcc,Multi Translator (0dyseus@MultiTranslatorExtension) update,3822556,3822556,2017-06-13T04:07:47.000+02:00,2017-06-13T15:15:07.000+02:00
,closed,,,,CREATION,0,ro,,,,,,f14af06b-e274-4064-9071-25ff194f2439,Cinnamon Maximus (Fork by Odyseus) (0dyseus@CinnamonMaximusFork) update,3822556,3822556,2017-06-13T04:07:47.000+02:00,2017-06-13T15:14:49.000+02:00
,closed,,,,CREATION,5,ro,,,,,,8df10994-59a0-4061-911f-21793b6b60a7,CinnamonTweaks Install: Failed to run,4813414,4813414,2017-06-13T00:46:39.000+02:00,2017-06-13T14:45:28.000+02:00
,closed,,,,CREATION,0,ro,,,,,,bd1f8a63-b5fd-4240-af89-7f34c57e0b62,Create da.po,7993570,7993570,2017-06-12T20:14:56.000+02:00,2017-06-12T21:17:40.000+02:00
,closed,,,,CREATION,0,ro,,,,,,898c0874-4e82-4427-9ba8-70e6ba68aa8f,Create da.po,7993570,7993570,2017-06-12T20:04:36.000+02:00,2017-06-12T21:17:46.000+02:00
,closed,,,,CREATION,0,ro,,,,,,352c2832-ce85-4bb4-917a-c6752443f7aa,Create da.po,7993570,7993570,2017-06-12T20:00:37.000+02:00,2017-06-12T21:17:52.000+02:00
,closed,,,,CREATION,0,ro,,,,,,17033438-89a1-4b79-97f0-3472c84b330c,Create da.po,7993570,7993570,2017-06-12T19:48:34.000+02:00,2017-06-12T21:18:12.000+02:00
,closed,,,,CREATION,0,ro,,,,,,409a5aad-dc99-4652-86be-e0ca3d299311,Create da.po,7993570,7993570,2017-06-12T19:36:45.000+02:00,2017-06-12T21:18:25.000+02:00
,closed,,,,CREATION,0,ro,,,,,,4464c5de-12fe-4b98-a48d-4c45bc95ddd4,Create da.po,7993570,7993570,2017-06-12T15:50:08.000+02:00,2017-06-12T16:23:01.000+02:00
,closed,,,,CREATION,0,ro,,,,,,02a6ded9-4edc-4a4b-8f0a-8386286b22cd,Create da.po,7993570,7993570,2017-06-12T15:25:05.000+02:00,2017-06-12T16:22:29.000+02:00
,closed,,,,CREATION,1,ro,,,,,,3ac02fa8-b891-43d2-b67e-487c542169b2,Description of what this project does,6311940,6311940,2017-06-12T13:24:49.000+02:00,2017-09-27T17:36:52.000+02:00
,closed,,,,CREATION,0,ro,,,,,,cd0ab68e-454b-400f-8b5d-8810682e55a8,Create da.po,7993570,7993570,2017-06-11T19:36:34.000+02:00,2017-06-11T22:20:18.000+02:00
,closed,,,,CREATION,0,ro,,,,,,ff3c9aa0-e1ea-43a2-bde2-ddca7bf25005,Create da.po,7993570,7993570,2017-06-11T19:28:18.000+02:00,2017-06-11T22:20:06.000+02:00
,closed,,,,CREATION,0,ro,,,,,,ee5f8425-844d-4de5-8b4a-100ae8a30cbb,Create da.po,7993570,7993570,2017-06-11T19:17:56.000+02:00,2017-06-11T22:19:32.000+02:00
,closed,,,,CREATION,0,ro,,,,,,fa10752a-1e06-4d5e-a612-70d8ce4c7199,Create da.po,7993570,7993570,2017-06-10T18:05:52.000+02:00,2017-06-10T20:01:29.000+02:00
,closed,,,,CREATION,0,ro,,,,,,9fb75474-aaec-4c17-b91c-ccdf596f303d,Create da.po,7993570,7993570,2017-06-10T17:56:27.000+02:00,2017-06-10T20:01:05.000+02:00
,closed,,,,CREATION,0,ro,,,,,,bcafdb70-8046-487e-90be-9b5ef7078f4e,Create da.po,7993570,7993570,2017-06-10T17:46:55.000+02:00,2017-06-10T20:00:42.000+02:00
,closed,,,,CREATION,0,ro,,,,,,5e2b7a05-2011-4ffe-a8aa-349ecc57b4fc,Create da.po,7993570,7993570,2017-06-10T17:41:08.000+02:00,2017-06-10T20:00:21.000+02:00
,closed,,,,CREATION,0,ro,,,,,,b6b8a51f-5ec1-45c7-81f2-7fed65523225,panel-span@weston_schmidt.alumni.purdue.edu: delete donated/broken ex…,8415124,8415124,2017-06-09T17:20:08.000+02:00,2017-06-09T20:05:10.000+02:00
,closed,,,,CREATION,0,ro,,,,,,d4918634-d925-4d40-b931-339944f8a70a,Create da.po,7993570,7993570,2017-06-08T20:03:49.000+02:00,2017-06-10T20:00:12.000+02:00
,closed,,,,CREATION,0,ro,,,,,,74ac5a46-3772-48d9-b117-9d454705fed8,Multi Translator (0dyseus@MultiTranslatorExtension) update,3822556,3822556,2017-06-05T22:12:40.000+02:00,2017-06-06T00:10:24.000+02:00
,closed,,,,CREATION,0,ro,,,,,,b3e38156-80e0-4bdf-8ac5-46ba92f56f18,Cinnamon Maximus (Fork by Odyseus) (0dyseus@CinnamonMaximusFork) update,3822556,3822556,2017-06-05T22:12:38.000+02:00,2017-06-06T00:12:43.000+02:00
,closed,,,,CREATION,0,ro,,,,,,630232e5-8730-4719-966a-0be9983d43e3,Cinnamon Tweaks (0dyseus@CinnamonTweaks) update,3822556,3822556,2017-06-05T22:12:37.000+02:00,2017-06-06T00:13:44.000+02:00
,closed,,,,CREATION,0,ro,,,,,,4997eb01-d1da-4041-8cd0-900df67488f0,Window demands attention behavior (0dyseus@WindowDemandsAttentionBehavior) update,3822556,3822556,2017-06-05T22:12:35.000+02:00,2017-06-06T00:14:34.000+02:00
,closed,,,,CREATION,0,ro,,,,,,5e4e93ad-f311-40c0-bc56-53452ce56b33,cinnamon-maximus@fmete: Make it compatible with cinnamon 3.4,5273820,5273820,2017-06-03T23:28:02.000+02:00,2017-06-06T00:21:40.000+02:00
,closed,,,,CREATION,1,ro,,,,,,cf1b93fb-eefb-4219-bb83-c27b5b81cb21,Add pt_BR.po,8754997,8754997,2017-05-29T01:00:40.000+02:00,2017-06-06T00:18:23.000+02:00
,closed,,,,CREATION,0,ro,,,,,,33b758dd-5f83-40d6-b63f-eb7cc078bfc1,workspace-grid@daemonl: Flag as compatible with Cinnamon 3.2,1023825,1023825,2017-05-23T22:53:10.000+02:00,2017-05-24T09:56:15.000+02:00
,closed,,,,CREATION,0,ro,,,,,,28831c7d-9227-4506-8a2e-56aabeef8e05,4 applets: set author to none,8415124,8415124,2017-05-19T12:09:19.000+02:00,2017-05-19T12:10:52.000+02:00
,closed,,,,CREATION,3,ro,,,,,,3225484e-9800-4c52-ae6e-34f6463ab593,smart-panel@mohammad-sn: Resize icons and make them square,8415124,8415124,2017-05-16T17:59:17.000+02:00,2017-06-06T06:05:45.000+02:00
,closed,,,,CREATION,4,ro,,,,,,c33e085c-546e-45c3-8275-7c40c1625ea8,gnome2alttab@savagetiger.org: Resize icons and make them square,8415124,8415124,2017-05-16T17:55:56.000+02:00,2017-06-06T13:41:03.000+02:00
,closed,,,,CREATION,0,ro,,,,,,69c606be-8a42-49fc-948a-648e862b0b3f,maximus-cinnamon@mathematical.coffee.gmail.com: extension removal,8415124,8415124,2017-05-15T20:54:56.000+02:00,2017-05-17T13:02:48.000+02:00
,closed,,,,CREATION,1,ro,,,,,,7f190229-1641-475a-828c-da2f437148b1,Flipper (Flipper@connerdev) update,3822556,3822556,2017-05-12T18:55:00.000+02:00,2017-06-09T20:05:30.000+02:00
,closed,,,,CREATION,0,ro,,,,,,0f1cee56-3c9b-44d4-8643-d54f55bc3276,Desktop Cube (DesktopCube@yare) update,3822556,3822556,2017-05-11T14:03:22.000+02:00,2017-06-09T20:06:23.000+02:00
,closed,,,,CREATION,0,ro,,,,,,bbccb51b-42d8-42d9-a0b3-e4c0cde7d90b,Use correct GitHub name of author in info.json,8415124,8415124,2017-05-11T12:43:56.000+02:00,2017-05-11T13:01:26.000+02:00
,closed,,,,CREATION,0,ro,,,,,,2fd253da-b388-4f38-8ebc-4a291830ce50,Danish translation,7993570,7993570,2017-05-09T20:06:21.000+02:00,2017-05-10T00:07:38.000+02:00
,closed,,,,CREATION,8,ro,,,,,,b273b8ce-e358-4b38-853f-415e8ab67d78,Flipper Extension Breaking on Cinnamon 3.4,12385366,12385366,2017-05-09T16:11:46.000+02:00,2017-06-29T15:38:22.000+02:00
,closed,,,,CREATION,0,ro,,,,,,d7a96923-d23f-4ec6-b2ab-0c1367f479ab,Cinnamon Maximus (Fork by Odyseus) (0dyseus@CinnamonMaximusFork) update,3822556,3822556,2017-05-06T15:50:55.000+02:00,2017-05-06T16:30:41.000+02:00
,closed,,,,CREATION,0,ro,,,,,,d9af85ef-9fd4-4cfa-890b-3944d8d9673b,Cinnamon Tweaks (0dyseus@CinnamonTweaks) update,3822556,3822556,2017-05-06T15:49:12.000+02:00,2017-05-06T16:30:20.000+02:00
,closed,,,,CREATION,0,ro,,,,,,b264ae96-f7dd-4f13-a1e9-871754b7d21e,Multi Translator (0dyseus@MultiTranslatorExtension) update,3822556,3822556,2017-05-06T15:49:10.000+02:00,2017-05-06T16:29:53.000+02:00
,closed,,,,CREATION,0,ro,,,,,,00b47aa4-b47a-4810-b260-d579d08c8eec,Window demands attention behavior (0dyseus@WindowDemandsAttentionBehavior) update,3822556,3822556,2017-05-06T15:49:06.000+02:00,2017-05-06T16:29:18.000+02:00
,closed,,,,CREATION,6,ro,,,,,,24dfbbb4-a9a4-4d08-87e3-02988325ec9d,DesktopCube@yare: Fix Cinnamon version support,1978777,1978777,2017-04-30T21:22:44.000+02:00,2017-05-11T13:01:55.000+02:00
,closed,,,,CREATION,0,ro,,,,,,3cd61009-4ac4-45e2-8f6e-2e97529d8926,DesktopCube@yare: Add hr.po,1978777,1978777,2017-04-30T16:58:39.000+02:00,2017-04-30T19:58:57.000+02:00
,closed,,,,CREATION,0,ro,,,,,,7a4f565c-9909-46d6-928c-9c04ac2cac7b,ShadowParameters@mikhail-ekzi: Add hr.po,1978777,1978777,2017-04-30T16:30:50.000+02:00,2017-04-30T19:59:26.000+02:00
,closed,,,,CREATION,0,ro,,,,,,7a494ce3-9fee-41ee-afca-db598271571c,Add translation for gTile,14066437,14066437,2017-04-30T06:04:14.000+02:00,2017-04-30T19:59:47.000+02:00
,closed,,,,CREATION,0,ro,,,,,,1f9d96a2-ab51-4ad3-8609-e200331ed92b,Add translation for Win7 Alt-Tab,14066437,14066437,2017-04-29T20:25:34.000+02:00,2017-04-29T20:45:34.000+02:00
,closed,,,,CREATION,0,ro,,,,,,7c597892-9631-4319-b782-c35f87ce814c,Add translation for Slider,14066437,14066437,2017-04-29T20:25:31.000+02:00,2017-04-29T20:45:25.000+02:00
,closed,,,,CREATION,0,ro,,,,,,9cdc058e-7efe-42b5-82bb-be0223ab481a,Add translation for Blur Overview,14066437,14066437,2017-04-29T20:25:26.000+02:00,2017-04-29T20:45:15.000+02:00
,closed,,,,CREATION,0,ro,,,,,,ea74e47b-0958-45cf-afa7-252a593ffa7f,Add translation for Maximus,14066437,14066437,2017-04-29T20:25:23.000+02:00,2017-04-29T20:45:03.000+02:00
,closed,,,,CREATION,0,ro,,,,,,378f1451-ea14-4b3c-9c91-579d54cbc821,Add translation for Flipper,14066437,14066437,2017-04-29T20:25:21.000+02:00,2017-04-29T20:44:37.000+02:00
,closed,,,,CREATION,0,ro,,,,,,a3f11c8a-8cd8-49b8-aff8-93639254b46d,Add translation for Wobbly Windows,14066437,14066437,2017-04-29T20:25:20.000+02:00,2017-04-29T20:44:25.000+02:00
,closed,,,,CREATION,0,ro,,,,,,8e12b032-1580-4580-8fa9-c1b5f110dd00,Add translation for Opacify Windows,14066437,14066437,2017-04-29T18:34:05.000+02:00,2017-04-29T19:05:53.000+02:00
,closed,,,,CREATION,0,ro,,,,,,38218fb2-6d2e-4097-8238-b6389708fc4b,Add translation for Cinnamon Maximus,14066437,14066437,2017-04-29T17:56:33.000+02:00,2017-04-29T19:05:44.000+02:00
,closed,,,,CREATION,0,ro,,,,,,12950a00-fde7-4830-adf8-a7f94e1c8614,Add translation for Desktop Scroller,14066437,14066437,2017-04-29T17:56:28.000+02:00,2017-04-29T19:05:32.000+02:00
,closed,,,,CREATION,1,ro,,,,,,bca2a9a3-032f-4094-ae00-feb135d5c37a,Add translation for Workspace grid,14066437,14066437,2017-04-29T17:56:23.000+02:00,2017-04-29T19:05:16.000+02:00
,closed,,,,CREATION,0,ro,,,,,,40daeca8-6706-4e99-964c-f0d69a690626,Add translation for Smart Panel,14066437,14066437,2017-04-29T17:21:58.000+02:00,2017-04-29T17:23:46.000+02:00
,closed,,,,CREATION,0,ro,,,,,,f1fa70e6-d1af-48b5-ad77-672285718a3d,Add translation for Workspace Scroller,14066437,14066437,2017-04-29T16:45:33.000+02:00,2017-04-29T16:50:22.000+02:00
,closed,,,,CREATION,0,ro,,,,,,23c738b1-3b86-4ac9-878f-4a77ef17f2e6,Add translation for Desktop Cube,14066437,14066437,2017-04-29T16:12:00.000+02:00,2017-04-29T16:19:00.000+02:00
,closed,,,,CREATION,0,ro,,,,,,9285d62b-a412-46dc-a22f-063584c34bec,Update transparent-panels@germanfr,10391266,10391266,2017-04-26T19:55:23.000+02:00,2017-04-26T21:18:43.000+02:00
,closed,,,,CREATION,2,ro,,,,,,20a568ea-0cc9-4422-841a-3fd229508639,Add translation support for Custom Shadows,14066437,14066437,2017-04-26T16:21:26.000+02:00,2017-04-28T14:45:29.000+02:00
,closed,,,,CREATION,2,ro,,,,,,f0b56b3b-a5e1-4ba3-8271-a38fd543327c,Add Chinese translation for Transparent panels,14066437,14066437,2017-04-26T16:11:56.000+02:00,2017-04-27T03:09:19.000+02:00
,closed,,,,CREATION,0,ro,,,,,,da40a154-da24-4553-acbe-55e23056b920,Resize icons and sqare them,3267843,3267843,2017-04-23T14:24:41.000+02:00,2017-04-23T22:48:05.000+02:00
,closed,,,,CREATION,0,ro,,,,,,55f8e073-4ff5-4297-87b2-3a9186096e63,Cinnamon Maximus (Fork by Odyseus) (0dyseus@CinnamonMaximusFork) update,3822556,3822556,2017-04-17T17:18:51.000+02:00,2017-04-17T17:29:32.000+02:00
,closed,,,,CREATION,0,ro,,,,,,c2f2c197-6da0-403a-aad4-f493ba37c6c1,Window demands attention behavior (0dyseus@WindowDemandsAttentionBehavior) update,3822556,3822556,2017-04-17T17:17:10.000+02:00,2017-04-17T17:28:31.000+02:00
,closed,,,,CREATION,0,ro,,,,,,a62bc173-d812-48bd-b639-d9789fcf690e,Multi Translator (0dyseus@MultiTranslatorExtension) update,3822556,3822556,2017-04-17T17:17:07.000+02:00,2017-04-17T17:27:55.000+02:00
,closed,,,,CREATION,0,ro,,,,,,fe44e8e4-bfbe-41e7-951a-80e405bda297,Cinnamon Tweaks (0dyseus@CinnamonTweaks) update,3822556,3822556,2017-04-17T17:17:05.000+02:00,2017-04-17T17:26:29.000+02:00
,closed,,,,CREATION,1,ro,,,,,,186473dc-71bc-472e-b338-0bc22def884c,Big wish...,26446962,26446962,2017-04-14T05:22:28.000+02:00,2017-04-14T06:21:13.000+02:00
,closed,,,,CREATION,3,ro,,,,,,18689b9e-41f3-4c2d-89fe-0941333477fc,Windows docked to edge of screen remains transparent [opacify@anish.org],10137,10137,2017-04-11T16:08:43.000+02:00,2018-10-13T17:29:04.000+02:00
,closed,,,,CREATION,0,ro,,,,,,294ecf27-c649-4be5-8fe7-b6cae7111dae,Cinnamon Tweaks (0dyseus@CinnamonTweaks) update,3822556,3822556,2017-04-01T21:07:18.000+02:00,2017-04-03T00:29:46.000+02:00
,closed,,,,CREATION,0,ro,,,,,,8576395d-e2da-49c7-bba5-75d1f263e8b6,Extensions updates,3822556,3822556,2017-04-01T21:07:10.000+02:00,2017-04-03T00:31:19.000+02:00
,closed,,,,CREATION,0,ro,,,,,,f84a794e-feae-4e91-ad3a-c339236f8623,"delete 3D App Switcher, morePanels, Dual Monitor Panels",8415124,8415124,2017-03-24T16:17:36.000+01:00,2017-03-24T22:53:23.000+01:00
,closed,,,,CREATION,0,ro,,,,,,7f720bb3-c0b5-4f13-bab6-f15826db323d,Cinnamon Tweaks (0dyseus@CinnamonTweaks) update,3822556,3822556,2017-03-23T13:12:23.000+01:00,2017-03-24T14:08:15.000+01:00
,closed,,,,CREATION,0,ro,,,,,,96c14c19-eafa-43bb-a12d-2f8c03b0b538,Multi Translator (0dyseus@MultiTranslatorExtension) initial release,3822556,3822556,2017-03-18T09:21:34.000+01:00,2017-03-24T14:09:11.000+01:00
,closed,,,,CREATION,0,ro,,,,,,0af9ebd3-76e3-4fe8-b490-9f575a6a63d5,Extensions updates,3822556,3822556,2017-03-07T21:49:11.000+01:00,2017-03-08T01:09:19.000+01:00
,closed,,,,CREATION,0,ro,,,,,,44fd8413-b65c-405e-9aca-9302c30b3103,Extensions updates,3822556,3822556,2017-03-06T08:49:10.000+01:00,2017-03-06T13:22:42.000+01:00
,closed,,,,CREATION,4,ro,,,,,,ee417e04-eb73-49b6-bf71-4f7b934ff7d6,ShadowParameters@mikhail-ekzi: Initial request,8678154,8678154,2017-03-04T12:28:36.000+01:00,2017-03-04T13:17:25.000+01:00
,closed,,,,CREATION,0,ro,,,,,,7a5a90d2-d11b-4e89-bde7-c1144de679f1,AppSwitcher@entelechy hr.po,1978777,1978777,2017-03-03T18:35:44.000+01:00,2017-03-06T08:28:16.000+01:00
,closed,,,,CREATION,0,ro,,,,,,3a4832dc-858a-49ae-9e04-c779fe3428b0,0dyseus@WindowDemandsAttentionBehavior hr.po,1978777,1978777,2017-03-03T18:29:57.000+01:00,2017-03-06T08:24:55.000+01:00
,closed,,,,CREATION,0,ro,,,,,,fb40b24d-16f2-487d-853a-a55587f8cf2c,0dyseus@CinnamonTweaks hr.po,1978777,1978777,2017-03-03T18:19:56.000+01:00,2017-03-06T08:21:18.000+01:00
,closed,,,,CREATION,0,ro,,,,,,2fef50d4-90f7-4633-bf01-9cc37b7edc0b,0dyseus@CinnamonMaximusFork hr.po,1978777,1978777,2017-03-03T18:13:34.000+01:00,2017-03-06T08:17:33.000+01:00
,closed,,,,CREATION,4,ro,,,,,,6c79fe9b-40e3-4630-8ee3-9c12dd1859da,ShadowParameters@mikhail-ekzi: Initial request,8678154,8678154,2017-03-02T00:19:35.000+01:00,2017-03-04T12:20:09.000+01:00
,closed,,,,CREATION,11,ro,,,,,,f2e3e4aa-b6dd-4fd5-bb68-180798d3868d,"Croatian translation for 0dyseus@CinnamonMaximusFork, 0dyseus@Cinnamo…",1978777,1978777,2017-02-28T00:07:04.000+01:00,2017-03-03T18:38:08.000+01:00
,closed,,,,CREATION,0,ro,,,,,,8f9f1c4e-fb9c-47d0-b8aa-74c923233297,Extensions updates,3822556,3822556,2017-02-27T00:55:00.000+01:00,2017-02-27T01:15:59.000+01:00
,closed,,,,CREATION,0,ro,,,,,,41ade03c-8ff2-40eb-81d0-d72893dc00c2,Window demands attention behavior (0dyseus@WindowDemandsAttentionBehavior) update,3822556,3822556,2017-02-20T01:03:47.000+01:00,2017-02-20T01:41:58.000+01:00
,closed,,,,CREATION,0,ro,,,,,,0f89bbfb-c418-42c3-9970-7d1cf010314e,Cinnamon Tweaks (0dyseus@CinnamonTweaks) update,3822556,3822556,2017-02-20T01:03:42.000+01:00,2017-02-20T01:42:24.000+01:00
,closed,,,,CREATION,0,ro,,,,,,81cb6a91-92ff-4c09-8b58-5dc3799091cf,Cinnamon Maximus (Fork by Odyseus) (0dyseus@CinnamonMaximusFork) update,3822556,3822556,2017-02-20T01:03:38.000+01:00,2017-02-20T01:41:26.000+01:00
,closed,,,,CREATION,2,ro,,,,,,0829eb6f-c87e-4355-99aa-78c07723047a,Update metadata.json,10137,10137,2017-02-12T21:26:49.000+01:00,2017-02-15T02:47:46.000+01:00
,closed,,,,CREATION,3,ro,,,,,,913ee171-0f97-4cb4-b7d0-18447469f605,Update metadata.json,10137,10137,2017-02-12T21:21:28.000+01:00,2017-03-17T14:04:44.000+01:00
,closed,,,,CREATION,9,ro,,,,,,04aeb563-55e4-4922-9f61-c33a2d1e1de5,Win7AltTab@entelechy: Not compatible with Cinnamon 3.2.7,6096063,6096063,2017-02-04T18:10:33.000+01:00,2018-10-13T16:19:27.000+02:00
,closed,,,,CREATION,0,ro,,,,,,21cfdae8-0329-44f2-9a46-909d588e0efc,[Closed] It was my mistake,3130417,3130417,2017-02-03T11:48:53.000+01:00,2017-02-03T12:10:57.000+01:00
,closed,,,,CREATION,0,ro,,,,,,122cde2d-2364-42e9-bc7e-820e2d61b02c,Update transparent-panels@germanfr,10391266,10391266,2017-02-03T03:25:13.000+01:00,2017-02-07T13:24:17.000+01:00
