Name,UUID,Source,Target,Starttime,Endtime,Planned_Duration,Real_Duration,Status,Count_Subtasks,Count_Comments,Comment_Body,Edge_type
"occational xed hang when attempting Edit->""Insert Date and Time...""",21c0ad77-20a3-4a78-a253-d94f92424c66,11457267,11457267,2017-08-30T11:54:18.000+02:00,2018-02-12T03:29:06.000+01:00,,,closed,,3,"Joseph, Since reporting the intermittent problem, I modified my behavior when using Insert Date &amp; Time: &bull; I type two Enter's and an UpArrow,&nbsp;  &bull; and, I Save the file before using the plugin. I have not experienced any crashes since I began using the above &quot;magical&quot; pre-use steps. I say &quot;magically&quot; because I have no definitive algorithm to cause the crash and no proper diagnosis. I picked the above prophylaxis because the problem always occurred after Pasting a huge block of text which might not end with a line break. So I ensure the insert occurs on an empty line and whatever normalization/cleanup which can be done after saving the file has been done. Also, if a crash were to re-occur, nothing has been lost but time. Thank you for considering the defect report.&nbsp; If it happens again, I'll try further diagnosis.&nbsp; -- Larry      On Sun, Feb 11, 2018 at 18:29, JosephMcc&lt;notifications@github.com&gt; wrote:    I've been unable to reproduce this here which leaves me without much of a way to troubleshoot fixing it. If you make sure you have the xed-dbg package installed you can run xed with gdb and see if you can find out where the issue is occurring. I'm closing this until I can get more info to go on.  &mdash; You are receiving this because you authored the thread. Reply to this email directly, view it on GitHub, or mute the thread.      ",COMMENT
xed crashes with language 'Defaults',f0c7b004-79a4-4e6e-a313-f59b369445f3,2009779,31203804,2017-08-21T10:08:31.000+02:00,2017-09-05T09:21:10.000+02:00,,,closed,,1,"I'm affected by this too. Now I can't stop it from crashing, even if I open from the terminal and change highlighting to something else, save the file, and try and reopen. I'll try again after a reboot, but the process isn't running in the background or anything. I can open xed from prompt...",COMMENT
Keyboard shortcut not working.,6127bb63-11d6-41c4-a835-ee64dbb79c1c,10137,10137,2017-08-06T12:17:14.000+02:00,2017-08-06T21:24:57.000+02:00,,,closed,,2,"Sorry about this, turns out it's my keyboard that's the problem. Not sure how to delete the issue.",COMMENT
Keyboard shortcut not working.,545c2977-9de0-49e0-80fd-e5923a99928c,2231759,10137,2017-08-06T12:17:14.000+02:00,2017-08-06T21:24:57.000+02:00,,,closed,,2,No problem. It can just be closed.,COMMENT
Feature Request: Keyboard shortcuts for tab navigation,afdf2f9a-e996-4d3c-81a2-9bc35d636b32,10137,30754561,2017-08-05T21:41:24.000+02:00,2017-09-18T22:52:28.000+02:00,,,closed,,4,"Works for me. ALT + 1 for first tab, ALT + 2 for second tab, etc. I assume you mean tabs for files opened in the program.  Xed 1.4.6   Mint 18.2 Cinnamon 64-bit",COMMENT
Feature Request: Keyboard shortcuts for tab navigation,94d39b08-beb9-460d-9aa5-dd0c2b1c4bd7,30754561,30754561,2017-08-05T21:41:24.000+02:00,2017-09-18T22:52:28.000+02:00,,,closed,,4,"Navigating to a specific tab isn't the same as navigating to the next or previous tab.  When I'm typing on a laptop in a dark room I press 1 as often as I press F1 or F2.  The point is convenience, otherwise why use this text editor for editing source code?",COMMENT
Feature Request: Keyboard shortcuts for tab navigation,eddb9907-f351-415c-aeed-2c4f3c29c532,10137,30754561,2017-08-05T21:41:24.000+02:00,2017-09-18T22:52:28.000+02:00,,,closed,,4,"CTRL + ALT + PageDown will take you to the next tab. CTRL + ALT + PageUp doesn't work for me though, even though it should move to the previous tab. I'll post an issue for it.  edit: it does work. My keyboard is borked.",COMMENT
Feature Request: Keyboard shortcuts for tab navigation,5d218593-207b-4b87-8df6-287a50dd3dc0,2231759,30754561,2017-08-05T21:41:24.000+02:00,2017-09-18T22:52:28.000+02:00,,,closed,,4,As pointed out by @ghost there are already shortcuts for changing to next/previous tab.,COMMENT
Caja bookmarks aren't organized by order in which they were made,081a25f0-6b3c-4ce6-9f64-52f3023f0e90,2231759,30754561,2017-08-05T18:40:22.000+02:00,2017-11-13T10:26:41.000+01:00,,,closed,,1,That dialog is provided by gtk and how it displays those items isn't controlled by xed.,COMMENT
Can't organize files in open file dialog box by file extension,789829ca-d2d5-4fe6-86be-a3542a306dc4,2231759,30754561,2017-08-05T18:36:29.000+02:00,2017-09-03T23:23:36.000+02:00,,,closed,,1,Sorry but we don't control that. That dialog is provided by Gtk.,COMMENT
Feature Request: Recent documents list has size org.x.editor.max-recents,64204cc6-9c8d-43df-8ec0-78b42c85ab70,8657255,1149225,2017-07-28T02:30:22.000+02:00,2017-11-25T23:32:09.000+01:00,,,closed,,8,"I just came here to try to figure out why I do not see _any_ recent files, ever. I don't mean to hijack but I'd appreciate any insight.  * Xed 1.2.2 * LinuxMint 18.1  Upgrade via PPA?",COMMENT
Feature Request: Recent documents list has size org.x.editor.max-recents,79a9c6e2-19b2-4424-8384-a9ca5094e616,2231759,1149225,2017-07-28T02:30:22.000+02:00,2017-11-25T23:32:09.000+01:00,,,closed,,8,"If you are using Cinnamon, be sure to enable &quot;Remember recently accessed files&quot; in System settings-&gt;Privacy. I'm not sure if other desktops have similar settings.",COMMENT
Feature Request: Recent documents list has size org.x.editor.max-recents,10b1d50b-a0c2-4d12-97d0-d2575fa92d1d,8657255,1149225,2017-07-28T02:30:22.000+02:00,2017-11-25T23:32:09.000+01:00,,,closed,,8,It hadn't occurred to me that it could be s system setting. That worked. Thanks very much.,COMMENT
Feature Request: Recent documents list has size org.x.editor.max-recents,afc24ad7-aea4-4664-b786-b727683c654b,2231759,1149225,2017-07-28T02:30:22.000+02:00,2017-11-25T23:32:09.000+01:00,,,closed,,8,@kiplingw it seems to work fine here.,COMMENT
Feature Request: Recent documents list has size org.x.editor.max-recents,48baea99-1ce5-4f9b-a62b-8824bb9e44d1,1149225,1149225,2017-07-28T02:30:22.000+02:00,2017-11-25T23:32:09.000+01:00,,,closed,,8,"Still doesn't work for me. My Xed (daily PPA snapshot) as of today shows only 5 files in the recent list, but org.x.editor.max-recents is set to 15.",COMMENT
Feature Request: Recent documents list has size org.x.editor.max-recents,5e8a2a30-0669-4ab8-a1f0-f143fdbd38cd,2231759,1149225,2017-07-28T02:30:22.000+02:00,2017-11-25T23:32:09.000+01:00,,,closed,,8,I tested this under xed 1.6.3. Setting the value of org.x.editor.preferences.ui.max-recents to 15 works fine here.,COMMENT
Feature Request: Recent documents list has size org.x.editor.max-recents,bb346e5d-a1dc-4b3d-87d2-deba63790ecd,1149225,1149225,2017-07-28T02:30:22.000+02:00,2017-11-25T23:32:09.000+01:00,,,closed,,8,"Thanks JosephMcc. The schema key has moved around, but otherwise I confirm that it works.",COMMENT
Feature Request: Recent documents list has size org.x.editor.max-recents,448ccbe1-e628-426a-8cb5-d760c85736fc,2231759,1149225,2017-07-28T02:30:22.000+02:00,2017-11-25T23:32:09.000+01:00,,,closed,,8,If it works for you now I'm going to go ahead and close this.,COMMENT
Feature request: tab-bar always visible,34a118d3-c32f-47d5-adfe-2e4ef44e8796,2348129,30292158,2017-07-19T15:28:09.000+02:00,2019-05-05T11:21:18.000+02:00,,,closed,,2,"I would like to see this as an option in Preferences or a menu. My reason is that when editing one file full-screen, the file-changed indicator (*) on the tab is not visible anywhere.",COMMENT
Feature request: tab-bar always visible,262543ee-5b41-4eec-8d88-cffd3ffda494,1482125,30292158,2017-07-19T15:28:09.000+02:00,2019-05-05T11:21:18.000+02:00,,,closed,,2,that was an unfortunate change included in #68 ([commit](https://github.com/linuxmint/xed/pull/68/commits/d79bc79dbc4af318f8953c54f3783d15894d9642)).,COMMENT
Use correct value to save the window state in gsettings.,703d0c62-2de9-4fef-b3c8-6f8d836055ab,2231759,22563667,2017-07-05T17:52:45.000+02:00,2017-07-13T15:09:06.000+02:00,,,closed,,3,Nice catch. This looks good but `state` should probably changed to `window_state` here as well: https://github.com/linuxmint/xed/blob/master/xed/xed-window.c#L271  Thanks,COMMENT
Use correct value to save the window state in gsettings.,48cc1403-9124-4621-814b-9e58954b598e,2231759,22563667,2017-07-05T17:52:45.000+02:00,2017-07-13T15:09:06.000+02:00,,,closed,,3,You get kudos for this. You also fixed another bug: https://forums.linuxmint.com/viewtopic.php?f=206&amp;t=249380,COMMENT
Use correct value to save the window state in gsettings.,ce494819-fee6-49ac-ab0a-191d6da24254,22563667,22563667,2017-07-05T17:52:45.000+02:00,2017-07-13T15:09:06.000+02:00,,,closed,,3,Cool! Thanks for your reply.,COMMENT
Xed 1.4.4 not autoclosing when file changes are saved,b176e1b3-2a98-4358-b620-870e5caffaac,2231759,17322130,2017-07-02T23:57:43.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,13,Already aware of this one from multiple sources :),COMMENT
Xed 1.4.4 not autoclosing when file changes are saved,57410321-098d-4302-bf4f-3e4bccc395b0,470601,17322130,2017-07-02T23:57:43.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,13,Xed was upgraded to version to version 1.4.5 and now 1.4.6 and the bug still persists. Just FYI.,COMMENT
Xed 1.4.4 not autoclosing when file changes are saved,e3610e83-9f99-4eb2-adf3-7ccf79919339,1877391,17322130,2017-07-02T23:57:43.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,13,"Same problem here, version 1.4.6, using in archlinux",COMMENT
Xed 1.4.4 not autoclosing when file changes are saved,b0bc8977-a51d-497a-98a1-ee84073d1001,24948845,17322130,2017-07-02T23:57:43.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,13,"Problem confirmed in Linux Mint 18.2 64 bit, MATE, Xed 1.4.6.",COMMENT
Xed 1.4.4 not autoclosing when file changes are saved,14c1e158-d6a8-4622-ab7c-4078a370e4eb,9769460,17322130,2017-07-02T23:57:43.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,13,Bump,COMMENT
Xed 1.4.4 not autoclosing when file changes are saved,7d08a4bf-98b9-49f3-b29f-2b8e9ee433bf,34000003,17322130,2017-07-02T23:57:43.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,13,"This issue is a problem in the Mint/Ubuntu System and not of the editor itself! The problem with the closing is the same with Xed version 1.60, Gedit 3.18.3 and Kate 15.12.3 and exists since Mint 18.2! I`m really surprised that no one has noticed this and solved it. How can this be? Poor souls who use the editor for programming...",COMMENT
Xed 1.4.4 not autoclosing when file changes are saved,cd4d23e9-7ef3-4b42-af97-36308aceec40,9769460,17322130,2017-07-02T23:57:43.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,13,Seems no one read the github issues beside we users,COMMENT
Xed 1.4.4 not autoclosing when file changes are saved,18dae851-e61d-46de-8dcd-3e18e0d4d6fa,2231759,17322130,2017-07-02T23:57:43.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,13,&gt; Seems no one read the github issues beside we users  You do see that this was tagged as a bug that can be reproduced correct?  The problem is in xed/gtksourceview. I have this issue fixed locally but the changes can't be merged until we are ready to move to gtk3.22.,COMMENT
Xed 1.4.4 not autoclosing when file changes are saved,dbfa5119-bb5a-4f22-88f7-b17bc3f8ea44,9769460,17322130,2017-07-02T23:57:43.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,13,"tagged in 3 Jul , we all can see, but a thing like this that is so annoying is still not fixed.",COMMENT
Xed 1.4.4 not autoclosing when file changes are saved,4ddb1cc7-91d8-4fab-99a6-4cc193c1e66c,34000003,17322130,2017-07-02T23:57:43.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,13,@JosephMcc   Thanks for the immediate reply and your efforts for improvement! Will this issue will also be fixed for Kate and Gedit editors? Or does the xed/gtksourceview affect the Xed editor only? This is my point of interest.,COMMENT
Xed 1.4.4 not autoclosing when file changes are saved,8aadb3ce-cf0f-4566-9ae4-ce8cb35c18fb,2231759,17322130,2017-07-02T23:57:43.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,13,"@happyniko newer versions of gedit don't have this issue. I have no idea about Kate. Isn't it a KDE app? If that's the case it's probably totally unrelated.  @TugaPowerROM I understand. I had limited time this dev cycle and while this is clearly a bug, it's a bug of inconvenience. What would be much worse is closing the window without the files being properly saved. I wanted to tackle this when I had time to test it properly.",COMMENT
Xed 1.4.4 not autoclosing when file changes are saved,7ba3565d-48e1-4c02-b21b-ee449d9be90f,16303732,17322130,2017-07-02T23:57:43.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,13,'How can this be? Poor souls who use the editor for programming...' thousand of programmers using vi or a vi clone all without autoclosing.,COMMENT
Xed 1.4.4 not autoclosing when file changes are saved,795fa53f-b4a8-4d0a-a033-a8503b35f014,24948845,17322130,2017-07-02T23:57:43.000+02:00,2018-03-09T16:11:26.000+01:00,,,closed,,13,The problem is still in Mint 18.3 MATE 64 beta.,COMMENT
UI: find/replace scroll bar,b19e12f2-bca7-4602-8370-dc7cfce01f52,2231759,24411108,2017-06-30T19:45:23.000+02:00,2017-07-18T11:49:10.000+02:00,,,closed,,1,I do want to add a minimap which already has a feature request here: https://github.com/linuxmint/xed/issues/129 This should fill this need for the most part.,COMMENT
UI: undo/redo history,322b9aa5-2113-4368-8b7d-41afd8866410,2231759,24411108,2017-06-30T19:39:04.000+02:00,2018-01-28T10:15:38.000+01:00,,,closed,,1,We don't currently have plans to include this sort of functionality.,COMMENT
Open File Dialog: Mounted devices show huge icons,0b94cc70-a518-443c-b35e-d9c58541940c,2231759,6096063,2017-06-21T15:01:55.000+02:00,2017-06-21T19:24:53.000+02:00,,,closed,,1,This has nothing to do with xed. It actually looks like an issue in Mint-X icon theme.,COMMENT
Feature request: Always-On-Top and Transparency,a90cbc6e-2c19-4713-99de-008e2528e183,2231759,1011130,2017-06-06T20:57:22.000+02:00,2017-06-06T21:28:24.000+02:00,,,closed,,1,These are functions of your window manager. Use whatever capabilities it provides to achieve this.,COMMENT
Make the trailsave plugin also strip trailing lines,7c9b7ecf-c174-4dab-a17e-02be892e50c2,2231759,3172687,2017-06-04T07:31:11.000+02:00,2017-08-30T12:17:08.000+02:00,,,closed,,5,"&gt; It seems xed automatically leaves an (invisible) trailing newline on save, so leaving one newline here is not necessary after all  Well I think that depends on whether or not the org.x.editor.preferences.editor ensure-trailing-newline value is set to true.",COMMENT
Make the trailsave plugin also strip trailing lines,3b04baf5-45c1-4965-9aee-9064287aa92f,781030,3172687,2017-06-04T07:31:11.000+02:00,2017-08-30T12:17:08.000+02:00,,,closed,,5,"&gt; Well I think that depends on whether or not the org.x.editor.preferences.editor ensure-trailing-newline value is set to true.  Interesting, I didn't know this was an option. In that case, xed already has a mechanism of dealing with the trailing newline, so trailsave could happily get rid of all of them.",COMMENT
Make the trailsave plugin also strip trailing lines,f5a83b4d-b7a1-447b-ba52-043ed2a40fbd,3172687,3172687,2017-06-04T07:31:11.000+02:00,2017-08-30T12:17:08.000+02:00,,,closed,,5,"I believe that this patch *already* removes all trailing lines. As I was developing it, I ran into a &quot;bug&quot; where it would remove all but the last two, so I set it to remove all of them, and it removed all but one. It confused me, but it makes sense now that I know about the &quot;ensure-trailing-newline&quot; setting.  If you look at the patch, it finds the first empty line and then deletes all of the following lines, including that one.  On that note, what do I need to do to get this accepted?",COMMENT
Make the trailsave plugin also strip trailing lines,16154b9d-5ee0-4384-b055-a7c63abda7c8,2231759,3172687,2017-06-04T07:31:11.000+02:00,2017-08-30T12:17:08.000+02:00,,,closed,,5,"It will have to wait a bit. Things are in a bit of a freeze currently. With the Mint releases in beta, things are mostly restricted to important bug fixes.",COMMENT
